Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Solids|Coal,EJ/yr,0.606414436,0.565174466,0.423794709,0.826708723,0.516072494,2.703264749,6.462653654,10.55739865,12.74323878,14.46976854,15.12538973
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation,EJ/yr,2.968643376,3.072552099,2.989171614,5.515559938,5.996573223,6.317927447,6.367756476,6.46566031,6.764646225,6.95879339,7.317123902
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation|Electricity,EJ/yr,0.023404212,0.019755862,0.024600481,0.132092148,0.454638755,0.892648647,1.067605806,1.224185051,1.385554426,1.507430027,1.627922094
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation|Gases,EJ/yr,0.026628048,0.016488416,0.00268245,0.399549987,0.47162563,0.146144058,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0,0,0.056960537,0.810853883,1.853353284,2.558294426,2.740471884,2.850418217,2.960234939
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation|Liquids,EJ/yr,2.918401776,3.036140349,2.961804948,4.983917804,5.0133483,4.468280859,3.446797387,2.683180832,2.638619915,2.600945145,2.728966869
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation|Liquids|Biomass,EJ/yr,0,0,0,0.068787569,0.052498026,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Final Energy|Transportation|Liquids|Oil,EJ/yr,2.918401776,3.036127659,2.956934448,4.90190508,4.951701803,4.466712374,3.446797387,2.683180832,2.638619915,2.600945145,2.728966869
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity,EJ/yr,1.978893551,2.110698903,3.050162605,2.565268715,4.509740876,9.131493176,12.51605323,16.37857352,21.9308663,27.93065937,34.4678411
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Biomass,EJ/yr,0,0,0.010658849,0.008,0.00206307,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0,0,0.010658849,0.008,0.00206307,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Coal,EJ/yr,0.7541856,0.7541856,0.95,0.378088706,0.329960447,0,0,0,0,0,0
TIAM_Grantham,D3_HP_PriceShock,AFR,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,0.7541856,0.7541856,0.95,0.378088706,0.329960447,0,0,0,0,0,0
